"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP762,2022.MMP762809,"North America","Sun, 06/12/2022 - 12:00",2022,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Entrance ramp to I-10 near Van Horn, Culberson County, Texas","WATE, ABC7","31.03913124, -104.8201016","US-Mexico border crossing","https://archive.ph/lcKE8, https://archive.ph/l5XL7","Northern America",3
2022.MMP762,2022.MMP762810,"North America","Sun, 06/12/2022 - 12:00",2022,June,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Entrance ramp to I-10 near Van Horn, Culberson County, Texas","WATE, ABC7","31.03913124, -104.8201016","US-Mexico border crossing","https://archive.ph/lcKE8, https://archive.ph/l5XL7","Northern America",3
2022.MMP763,2022.MMP763,Europe,"Sat, 06/18/2022 - 12:00",2022,June,1,,1,,,1,,Drowning,"Found in Bidassoa near international bridge, Spain",SudOest,"43.2603628, -1.678618032",,https://archive.ph/j2pdP,"Western Europe",1
2022.MMP764,2022.MMP764,"North America","Sat, 06/18/2022 - 12:00",2022,June,1,,1,1,,1,,"Accidental death","In hospital day after falling from border barrier near Sunland Park, Doña Ana County, New Mexico, USA","US Border Patrol, News Live Washington","31.78526936, -106.6102837","US-Mexico border crossing","https://archive.ph/s36jw, https://archive.ph/Y4PW6","Northern America",5
2022.MMP765,2022.MMP765,Mediterranean,"Thu, 06/23/2022 - 12:00",2022,June,1,,1,,,1,,Drowning,"Remains washed ashore at Sealine beach, Khums, Libya","LRC via IOM Libya","24.85817318, 51.509315","Central Mediterranean",,Uncategorized,4
2022.MMP766,2022.MMP766,Mediterranean,"Sat, 06/25/2022 - 12:00",2022,June,1,,1,,,,,Drowning,"Remains washed ashore at the coast of Tocra, 25km west of Marj, Libya","LRC via IOM Libya","32.53161702, 20.5536","Central Mediterranean",,Uncategorized,4
2022.MMP767,2022.MMP767,Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,2,,2,,,,,Drowning,"Remains washed ashore at Tajoura beach and Ghot Al Roman, Tajoura, Libya","IOM Libya","32.84147171, 13.484024","Central Mediterranean",,Uncategorized,4
2022.MMP768,2022.MMP768816,Mediterranean,"Fri, 06/24/2022 - 12:00",2022,June,18,,18,,,,,"Mixed or unknown","Near Melilla's Barrio Chino border post, Nador, Morocco","AMDH Nador, AP, MAP, the Guardian","35.26706319, -2.952187","Western Mediterranean","https://www.facebook.com/AmdhNador/posts/pfbid02EUuy53jztZmnpyX8kmTxejhPRLF1n2DEs2XLUnVP4K3CaYgRBtg16Ns3wTZvhgvCl, https://archive.ph/mXoJ1, https://archive.ph/uWN6H, https://archive.ph/eJcgG, https://archive.ph/TUFSa",Uncategorized,4
2022.MMP768,2022.MMP768817,Mediterranean,"Sat, 06/25/2022 - 12:00",2022,June,5,,5,,,,,"Mixed or unknown","Near Melilla's Barrio Chino border post, Nador, Morocco","AMDH Nador, AP, MAP, the Guardian","35.26706319, -2.952187","Western Mediterranean","https://www.facebook.com/AmdhNador/posts/pfbid02EUuy53jztZmnpyX8kmTxejhPRLF1n2DEs2XLUnVP4K3CaYgRBtg16Ns3wTZvhgvCl, https://archive.ph/mXoJ1, https://archive.ph/PRbY5, https://archive.ph/TUFSa",Uncategorized,4
2022.MMP769,2022.MMP769818,Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,1,17,18,71,5,13,3,Drowning,"33°41’N 012°57’E in the Mediterrenean, Libyan SAR, Libya","Médecins Sans Frontières (MSF)","33.41, 12.57","Central Mediterranean","https://archive.ph/jLxdT, https://archive.ph/o66yg, https://archive.ph/URVd9",Uncategorized,4
2022.MMP769,2022.MMP769819,Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,,6,6,,1,5,3,Drowning,"33°41’N 012°57’E in the Mediterrenean, Libyan SAR, Libya","Médecins Sans Frontières (MSF)","33.41, 12.57","Central Mediterranean","https://archive.ph/jLxdT, https://archive.ph/o66yg, https://archive.ph/URVd9",Uncategorized,4
2022.MMP769,2022.MMP769820,Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,,2,2,,1,1,1,Drowning,"33°41’N 012°57’E in the Mediterrenean, Libyan SAR, Libya","Médecins Sans Frontières (MSF)","33.41, 12.57","Central Mediterranean","https://archive.ph/jLxdT, https://archive.ph/o66yg, https://archive.ph/URVd9",Uncategorized,4
2022.MMP769,2022.MMP769821,Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,,1,1,,,1,,Drowning,"33°41’N 012°57’E in the Mediterrenean, Libyan SAR, Libya","Médecins Sans Frontières (MSF)","33.41, 12.57","Central Mediterranean","https://archive.ph/jLxdT, https://archive.ph/o66yg, https://archive.ph/URVd9",Uncategorized,4
2022.MMP769,2022.MMP769822,Mediterranean,"Mon, 06/27/2022 - 12:00",2022,June,,3,3,,1,1,1,Drowning,"33°41’N 012°57’E in the Mediterrenean, Libyan SAR, Libya","Médecins Sans Frontières (MSF)","33.41, 12.57","Central Mediterranean","https://archive.ph/jLxdT, https://archive.ph/o66yg, https://archive.ph/URVd9",Uncategorized,4
2022.MMP770,2022.MMP770823,"North America","Mon, 06/27/2022 - 12:00",2022,June,22,,22,16,,,,"Vehicle accident / death linked to hazardous transport","Cassin & Quintana Road off I-35 Highway, San Antonio, Bexar County, Texas, USA","Mexican Ministry of Foreign Affairs, Reuters, NY Times, IOM","29.33151323, -98.596078","US-Mexico border crossing","https://archive.ph/J5XI6, https://archive.ph/8JuH4, https://archive.ph/wbXqc, https://www.reuters.com/video/watch/idOV793928062022RP1, https://archive.ph/Mt0OQ, https://archive.ph/cf4Ge, https://archive.ph/JMj2j","Northern America",5
2022.MMP770,2022.MMP770824,"North America","Mon, 06/27/2022 - 12:00",2022,June,22,,22,,,,,"Vehicle accident / death linked to hazardous transport","Cassin & Quintana Road off I-35 Highway, San Antonio, Bexar County, Texas, USA","Mexican Ministry of Foreign Affairs, Reuters, NY Times, IOM","29.33151323, -98.596078","US-Mexico border crossing","https://archive.ph/J5XI6, https://archive.ph/8JuH4, https://archive.ph/wbXqc, https://www.reuters.com/video/watch/idOV793928062022RP1, https://archive.ph/Mt0OQ, https://archive.ph/cf4Ge, https://archive.ph/JMj2j","Northern America",5
2022.MMP770,2022.MMP770825,"North America","Mon, 06/27/2022 - 12:00",2022,June,7,,7,,,,,"Vehicle accident / death linked to hazardous transport","Cassin & Quintana Road off I-35 Highway, San Antonio, Bexar County, Texas, USA","Mexican Ministry of Foreign Affairs, Reuters, NY Times, IOM","29.33151323, -98.596078","US-Mexico border crossing","https://archive.ph/J5XI6, https://archive.ph/8JuH4, https://archive.ph/wbXqc, https://www.reuters.com/video/watch/idOV793928062022RP1, https://archive.ph/Mt0OQ, https://archive.ph/cf4Ge, https://archive.ph/JMj2j","Northern America",5
2022.MMP770,2022.MMP770826,"North America","Mon, 06/27/2022 - 12:00",2022,June,2,,2,,,,,"Vehicle accident / death linked to hazardous transport","Cassin & Quintana Road off I-35 Highway, San Antonio, Bexar County, Texas, USA","Mexican Ministry of Foreign Affairs, Reuters, NY Times, IOM","29.33151323, -98.596078","US-Mexico border crossing","https://archive.ph/J5XI6, https://archive.ph/8JuH4, https://archive.ph/wbXqc, https://www.reuters.com/video/watch/idOV793928062022RP1, https://archive.ph/Mt0OQ, https://archive.ph/cf4Ge, https://archive.ph/JMj2j","Northern America",5
2022.MMP772,2022.MMP772,"Western Africa","Mon, 06/27/2022 - 12:00",2022,June,1,14,15,92,,,,"Mixed or unknown","Off the coast of Kafountine, Senegal","IOM Senegal, Sene News, SenCaféActu, InfoMigrants","12.93071242, -16.751966","Western Africa / Atlantic route to the Canary Islands","https://displacement.iom.int/reports/senegal-etat-des-lieux-de-depart-naufrage-au-large-de-kafountine-28-juin-2022, https://archive.ph/qw5WT, https://archive.ph/f6tPX, https://archive.ph/Q3AFz",Uncategorized,3
2022.MMP773,2022.MMP773,Mediterranean,"Wed, 06/29/2022 - 12:00",2022,June,1,,1,,,,,Drowning,"Remains washed ashore on the city corniche of Derna, Libya","LRC via IOM Libya","32.77349043, 22.64526","Central Mediterranean",,Uncategorized,4
2022.MMP774,2022.MMP774,Mediterranean,"Thu, 06/30/2022 - 12:00",2022,June,1,,1,,,,,Drowning,"Remains retreived from sea near Andalus beach and taken to Tajoura port, Tajoura, Libya","Ambulance and Emergency Services Tajoura via IOM Libya","32.87959838, 13.401774","Central Mediterranean",https://www.facebook.com/permalink.php?story_fbid=pfbid033e5nb3H379Ytn4Jf7V1SZe1CSdxwASEHNhDNDTQJdFR3Efc1fQFtSV4GM2XE6aFNl&id=100063446482691,Uncategorized,5
2022.MMP775,2022.MMP775832,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,,10,10,81,1,9,,Drowning,"16 nautical miles north of Garabouli (Castelverde), Libya - Embarkation from Alkums on 30.06.2","IOM Libya","33.10849385, 13.81829","Central Mediterranean",,Uncategorized,4
2022.MMP775,2022.MMP775833,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,,3,3,,,3,,Drowning,"16 nautical miles north of Garabouli (Castelverde), Libya - Embarkation from Alkums on 30.06.2","IOM Libya","33.10849385, 13.81829","Central Mediterranean",,Uncategorized,4
2022.MMP775,2022.MMP775834,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,,1,1,,,1,,Drowning,"16 nautical miles north of Garabouli (Castelverde), Libya - Embarkation from Alkums on 30.06.2","IOM Libya","33.10849385, 13.81829","Central Mediterranean",,Uncategorized,4
2022.MMP775,2022.MMP775835,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,,1,1,,,,1,Drowning,"16 nautical miles north of Garabouli (Castelverde), Libya - Embarkation from Alkums on 30.06.2","IOM Libya","33.10849385, 13.81829","Central Mediterranean",,Uncategorized,4
2022.MMP776,2022.MMP776838,"Northern Africa","Wed, 06/29/2022 - 12:00",2022,June,18,,18,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","120 KM away from Chadian border and 310 KM South Kufra, Libya","Ambulance and Emergency Services Kufra via IOM Libya","21.28966163, 22.798495","Sahara Desert crossing","https://archive.ph/lUVd6, https://www.facebook.com/permalink.php?story_fbid=pfbid0CgqfuJaSnTxnEtkU8JkUxyHCSNpEPg1UWy85YVnQ2zSwFdz2eM7jha5MVyb7qb5tl&id=100064447460033","Northern Africa",5
2022.MMP776,2022.MMP776839,"Northern Africa","Wed, 06/29/2022 - 12:00",2022,June,2,,2,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","120 KM away from Chadian border and 310 KM South Kufra, Libya","Ambulance and Emergency Services Kufra via IOM Libya","21.28966163, 22.798495","Sahara Desert crossing","https://archive.ph/lUVd6, https://www.facebook.com/permalink.php?story_fbid=pfbid0CgqfuJaSnTxnEtkU8JkUxyHCSNpEPg1UWy85YVnQ2zSwFdz2eM7jha5MVyb7qb5tl&id=100064447460033","Northern Africa",5
2022.MMP777,2022.MMP777,Mediterranean,"Thu, 06/30/2022 - 12:00",2022,June,3,3,6,11,2,1,,Drowning,"Off the coast of Djerba Ajim, Djerba, Medinine, Tunisia | embarkation on 29 Jun from Boughrara","Guarde Nationale, Assabah News, Al Araby, Kapitalis","33.67551479, 10.789969","Central Mediterranean","https://archive.ph/RhIql, https://archive.ph/hwuYp, https://archive.ph/3ccpX, https://archive.ph/Tvwfm",Uncategorized,5
2022.MMP778,2022.MMP778,Europe,"Wed, 06/29/2022 - 12:00",2022,June,2,,2,,,,,"Vehicle accident / death linked to hazardous transport","On the on the railway line between Gevgelija and Demir Kapija, near Miravci, North Macedonia","AP News, MKD News","41.30146374, 22.428034",,"https://archive.ph/RIzKt, https://archive.ph/xHZNt","Southern Europe",3
2022.MMP779,2022.MMP779,"Central America","Fri, 07/01/2022 - 12:00",2022,July,1,,1,1,1,,,"Vehicle accident / death linked to hazardous transport","On highway #57 Matehual-Saltillo, Galeana, Nuevo Leon, Mexico",TelediarioMonterrey,"24.80836914, -100.324368","US-Mexico border crossing",https://www.youtube.com/watch?v=urvB0kwHB4U&ab_channel=TelediarioMonterrey,"Central America",1
2022.MMP780,2022.MMP780,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,1,,1,,,,,Drowning,"Remains washed ashore at Tajoura, Libya","Ambulance and Emergency Services Tajoura via IOM Libya","32.87959838, 13.401774","Central Mediterranean",https://www.facebook.com/100055664741570/posts/pfbid02pBEMXxvTGDwb6f2VD3HZ7kKJPEtDD6Cjpdiqzq1JsvG2dGvNRUmpszSW3YPwt4tJl/?d=n,Uncategorized,5
2022.MMP781,2022.MMP781,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,1,,1,,,,,Drowning,"Remains washed ashore at Ghanema, Libya","IOM Libya","32.72598744, 14.047436","Central Mediterranean",,Uncategorized,4
2022.MMP783,2022.MMP783,Mediterranean,"Sat, 07/02/2022 - 12:00",2022,July,1,,1,,,,,Drowning,"Remains washed ashore at Derna, Libya","IOM Libya","32.76375064, 22.655635","Central Mediterranean",,Uncategorized,4
2022.MMP784,2022.MMP784,Mediterranean,"Fri, 07/01/2022 - 12:00",2022,July,,22,22,61,,,3,"Mixed or unknown","North of Zuwara, Libya close to Albori oil field - Embarkation from Zuwara on 22.06.22 (9 days at sea)","IOM Libya, InfoMigrants","33.21403451, 12.215903","Central Mediterranean","https://archive.ph/gUUwr, https://archive.ph/gcMQR",Uncategorized,4
2022.MMP785,2022.MMP785847,Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,2,,2,18,,,2,Drowning,"Unspecified location north of Sabratah, Libya","IOM Libya, The Libya Observer","32.9098559, 12.440782","Central Mediterranean",https://archive.ph/bV6vq,Uncategorized,4
2022.MMP785,2022.MMP785848,Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,1,,1,,,1,,Drowning,"Unspecified location north of Sabratah, Libya","IOM Libya, The Libya Observer","32.9098559, 12.440782","Central Mediterranean",https://archive.ph/bV6vq,Uncategorized,4
2022.MMP786,2022.MMP786,Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,1,,1,,,1,,Drowning,"Remains washed ashore at Surman, Libya","IOM Libya","32.82172568, 12.573547","Central Mediterranean",,Uncategorized,4
2022.MMP787,2022.MMP787,Mediterranean,"Mon, 07/04/2022 - 12:00",2022,July,1,,1,,,1,,Drowning,"Remains washed ashore at Zilten, Libya","IOM Libya, Local Police","32.49685138, 14.617786","Central Mediterranean",https://www.facebook.com/100064488200959/posts/pfbid02L1EMkb8tMdED3grbwR8E5yf2boZt49DDo1LmqVsQGKxeVxuroyCFYQEv2NFrWwBCl/?d=n,Uncategorized,5
2022.MMP788,2022.MMP788,"North America","Fri, 06/10/2022 - 12:00",2022,June,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified road in Brooks County, Texas, USA","FOX News, Bil Melugin, Independent Journal Review","26.88956442, -98.199947","US-Mexico border crossing","https://archive.ph/ktMCt, https://archive.ph/1o9lD, https://archive.ph/da9xC","Northern America",3
2022.MMP789,2022.MMP789852,"North America","Thu, 06/30/2022 - 12:00",2022,June,2,,2,2,,2,,"Vehicle accident / death linked to hazardous transport","On IH35 highway, in Ecinal, 40 miles north of Laredo, La Salle County, Texas, USA","CNN, Texas Department of Public Safety, Instituto Nacional de Migracion, US Border Patrol","28.12466981, -99.329223","US-Mexico border crossing","https://archive.ph/tFIYT, https://archive.ph/YLyzS, https://archive.ph/zK6et, https://archive.ph/S7Ua4","Northern America",5
2022.MMP789,2022.MMP789853,"North America","Thu, 06/30/2022 - 12:00",2022,June,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","On IH35 highway, in Ecinal, 40 miles north of Laredo, La Salle County, Texas, USA","CNN, Texas Department of Public Safety, Instituto Nacional de Migracion, US Border Patrol","28.12466981, -99.329223","US-Mexico border crossing","https://archive.ph/tFIYT, https://archive.ph/YLyzS, https://archive.ph/zK6et, https://archive.ph/S7Ua4","Northern America",5
2022.MMP789,2022.MMP789854,"North America","Thu, 06/30/2022 - 12:00",2022,June,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","On IH35 highway, in Ecinal, 40 miles north of Laredo, La Salle County, Texas, USA","CNN, Texas Department of Public Safety, Instituto Nacional de Migracion, US Border Patrol","28.12466981, -99.329223","US-Mexico border crossing","https://archive.ph/tFIYT, https://archive.ph/YLyzS, https://archive.ph/zK6et, https://archive.ph/S7Ua4","Northern America",5
